,CLAGE,CLNO,DEBTINC,DELINQ,DEROG,JOB,LOAN,MORTDUE,NINQ,REASON,VALUE,YOJ
3051,106.51293,7.0,36.763752,,,Other,16600,55912.0,0.0,DebtCon,81552.0,6.0
5944,146.32278,14.0,32.131374,0.0,0.0,,81400,21041.0,0.0,HomeImp,111304.0,26.0
3845,91.70144,7.0,36.63523,,,Other,20100,57192.0,0.0,DebtCon,82870.0,5.0
2006,223.45485,12.0,41.42996,0.0,0.0,Office,12900,88304.0,0.0,DebtCon,122178.0,10.0
5090,186.77855,38.0,34.810688,0.0,1.0,ProfExe,27200,97541.0,3.0,DebtCon,126368.0,0.0
2462,,,34.478073,,,,14700,82967.0,,,114835.0,
2781,122.60405,17.0,38.588223,2.0,0.0,Self,15600,62582.0,1.0,DebtCon,131510.0,2.0
89,85.8,23.0,,1.0,0.0,Other,4000,7000.0,2.0,HomeImp,16020.0,18.0
2312,248.6,42.0,,,,Mgr,14000,92739.0,3.0,DebtCon,125000.0,6.0
3775,181.7,16.0,,0.0,0.0,Other,20000,,1.0,HomeImp,90000.0,8.0
2124,77.44511,14.0,36.869213,0.0,0.0,Other,13300,74609.0,2.0,DebtCon,115056.0,6.0
3112,237.17905,49.0,42.132282,0.0,1.0,Other,16900,31143.0,0.0,HomeImp,75125.0,
2731,105.55257,15.0,32.69944,,,Office,15400,101981.0,3.0,DebtCon,145125.0,3.0
2289,278.30142,7.0,43.3132,0.0,0.0,ProfExe,13900,,1.0,DebtCon,80868.0,18.0
1412,308.7592,9.0,34.095783,0.0,0.0,Other,10800,59469.0,0.0,DebtCon,69834.0,3.0
1294,,,36.905415,,,Other,10400,21235.0,,DebtCon,40116.0,3.0
5162,310.62634,23.0,38.98356,0.0,0.0,Office,27700,76055.0,1.0,DebtCon,126560.0,0.0
383,262.1754,11.0,42.068268,0.0,0.0,ProfExe,6400,81116.0,0.0,HomeImp,86148.0,8.0
4158,309.02844,24.0,33.877266,,,Other,21700,24771.0,,DebtCon,48361.0,0.0
5195,234.36667,35.0,,4.0,0.0,ProfExe,28000,86600.0,5.0,DebtCon,127000.0,6.5
1588,,,,,,ProfExe,11500,67000.0,,DebtCon,83000.0,4.0
4457,162.64043,24.0,39.2051,0.0,0.0,ProfExe,23200,96043.0,0.0,DebtCon,140090.0,21.0
3715,183.96666,32.0,,0.0,2.0,ProfExe,19600,109500.0,3.0,DebtCon,136000.0,12.0
2463,148.42325,33.0,31.770102,1.0,1.0,ProfExe,14700,90662.0,0.0,DebtCon,111778.0,1.0
4757,10.133333,41.0,,1.0,0.0,Mgr,25000,82000.0,,DebtCon,128325.0,
5782,181.93333,48.0,,1.0,0.0,Office,47000,164411.0,3.0,DebtCon,235500.0,17.0
1377,223.2,10.0,,0.0,0.0,Other,10700,49573.0,0.0,DebtCon,68125.0,2.0
1179,171.43333,24.0,,0.0,0.0,Mgr,10000,75000.0,0.0,HomeImp,103600.0,17.6
3115,108.00552,10.0,37.469017,,,Office,16900,66812.0,0.0,HomeImp,90973.0,9.0
4000,123.47954,13.0,30.42448,0.0,0.0,Other,20900,122807.0,2.0,DebtCon,150896.0,5.0
432,263.17343,5.0,37.706997,0.0,1.0,Other,6700,69773.0,0.0,HomeImp,83014.0,0.0
1798,152.13333,33.0,,0.0,0.0,ProfExe,12200,97000.0,3.0,HomeImp,109800.0,5.0
237,102.5,19.0,,0.0,0.0,ProfExe,5400,78300.0,3.0,HomeImp,88000.0,8.0
1764,67.780846,4.0,26.990534,0.0,0.0,ProfExe,12100,186062.0,,HomeImp,227171.0,0.0
2893,318.56668,27.0,,0.0,0.0,ProfExe,16000,83200.0,9.0,DebtCon,,0.6
5471,94.118965,5.0,37.749935,0.0,0.0,Other,33000,18026.0,0.0,DebtCon,57436.0,0.0
5000,312.9088,24.0,37.830162,0.0,0.0,Office,26500,77198.0,0.0,DebtCon,131090.0,0.0
3640,211.40034,24.0,41.413124,0.0,0.0,Office,19100,105111.0,4.0,DebtCon,176829.0,6.0
1542,356.31348,16.0,41.634018,1.0,0.0,Office,11300,129489.0,0.0,HomeImp,195105.0,0.0
32,145.63333,45.0,,15.0,2.0,Self,2800,50795.0,3.0,HomeImp,63100.0,26.0
2023,208.6729,18.0,41.052235,0.0,0.0,Other,13000,72931.0,2.0,DebtCon,96803.0,6.0
2039,203.90286,4.0,25.74093,0.0,0.0,,13000,,0.0,HomeImp,28981.0,28.0
5532,327.49237,19.0,41.212643,0.0,0.0,Mgr,34700,81688.0,0.0,DebtCon,131993.0,27.0
560,86.23333,14.0,,5.0,0.0,ProfExe,7500,57340.0,3.0,DebtCon,80000.0,4.0
4337,251.5824,26.0,42.077988,0.0,0.0,Other,22600,91177.0,1.0,DebtCon,112123.0,24.0
483,242.43333,8.0,,1.0,1.0,Other,7000,66000.0,0.0,DebtCon,86300.0,3.0
337,179.56667,32.0,,1.0,0.0,Other,6000,69876.0,0.0,HomeImp,94394.07,0.0
5576,250.00328,13.0,34.322285,0.0,0.0,Other,36400,118040.0,2.0,DebtCon,164592.0,
2534,120.6,19.0,,1.0,0.0,Other,15000,40772.0,2.0,HomeImp,62025.0,
330,213.53334,19.0,,0.0,0.0,ProfExe,6000,129731.0,0.0,HomeImp,154113.0,12.0
1502,183.2062,29.0,26.87489,0.0,0.0,Other,11100,53232.0,0.0,HomeImp,86703.0,16.0
3897,234.39204,31.0,35.20582,0.0,0.0,Mgr,20400,81823.0,4.0,DebtCon,114832.0,18.0
94,186.63333,9.0,,3.0,1.0,ProfExe,4000,74000.0,,HomeImp,93000.0,2.6
1477,155.37122,22.0,42.539684,0.0,0.0,Other,11000,83639.0,4.0,DebtCon,98081.0,10.0
3191,209.1988,6.0,38.63297,0.0,0.0,Other,17100,32134.0,0.0,DebtCon,69131.0,3.0
3390,123.02256,23.0,39.491486,2.0,,Office,17900,56273.0,1.0,HomeImp,111507.0,1.0
5665,242.46666,34.0,,0.0,0.0,ProfExe,40000,331000.0,8.0,DebtCon,415000.0,22.0
1228,199.35052,20.0,32.03363,0.0,0.0,Other,10100,126358.0,1.0,DebtCon,180305.0,8.0
1637,378.8258,11.0,20.090784,2.0,0.0,ProfExe,11700,15163.0,1.0,DebtCon,74500.0,19.0
3887,198.55724,32.0,40.7849,0.0,0.0,Office,20400,173975.0,0.0,DebtCon,219297.0,12.0
3212,115.35303,34.0,41.359035,1.0,0.0,ProfExe,17200,74402.0,4.0,DebtCon,,13.0
3055,96.36289,9.0,42.39914,0.0,0.0,Office,16600,,2.0,DebtCon,50732.0,0.0
5772,97.4,46.0,,2.0,3.0,ProfExe,45700,,4.0,DebtCon,50800.0,13.0
2572,160.3,25.0,,0.0,0.0,Office,15000,59000.0,0.0,DebtCon,86420.0,1.5
741,230.84886,18.0,35.88829,1.0,0.0,Mgr,8300,41481.0,1.0,HomeImp,50448.0,20.0
1135,341.94498,37.0,35.248898,0.0,0.0,Office,10000,84580.0,2.0,HomeImp,118924.0,31.0
4873,89.169266,13.0,28.865282,,,Other,25500,,,DebtCon,43031.0,
4432,69.13333,27.0,,4.0,1.0,Other,23000,56000.0,2.0,DebtCon,92000.0,8.0
3100,241.50838,14.0,26.220718,0.0,0.0,Other,16800,46312.0,0.0,HomeImp,67166.0,27.0
4401,627.6621,24.0,22.118853,0.0,0.0,ProfExe,22900,59702.0,0.0,HomeImp,97591.0,16.0
1020,69.22937,10.0,29.160128,0.0,0.0,Other,9500,41541.0,1.0,DebtCon,57280.0,6.0
4605,195.64233,25.0,34.54081,0.0,0.0,Mgr,24100,104442.0,0.0,DebtCon,161366.0,14.0
3727,82.10388,22.0,36.27999,0.0,0.0,Office,19700,60999.0,0.0,DebtCon,89841.0,0.0
5004,88.3,16.0,,0.0,1.0,Mgr,26500,34678.0,6.0,DebtCon,68000.0,14.0
2720,211.01665,15.0,40.529404,0.0,0.0,Office,15400,25822.0,0.0,,43334.0,1.0
1562,234.33025,31.0,39.35147,0.0,0.0,ProfExe,11400,59813.0,4.0,DebtCon,72873.0,13.0
4086,187.37085,24.0,38.188347,0.0,0.0,Other,21400,77794.0,1.0,DebtCon,105330.0,
3681,129.17828,14.0,31.922155,0.0,0.0,Other,19400,39928.0,0.0,HomeImp,106271.0,6.0
5002,190.86047,25.0,42.03164,0.0,0.0,Other,26500,84769.0,2.0,DebtCon,127773.0,2.0
3966,50.29355,23.0,38.120403,0.0,0.0,Mgr,20800,77885.0,7.0,DebtCon,98188.0,4.0
620,100.42833,14.0,42.807343,0.0,0.0,Other,7800,69662.0,0.0,HomeImp,80498.0,4.0
1862,,,38.237225,,,Other,12400,25805.0,,DebtCon,31414.0,2.0
4827,303.01407,36.0,41.71511,,,Office,25300,115226.0,2.0,DebtCon,153900.0,6.0
221,98.333336,12.0,,0.0,1.0,Mgr,5300,51000.0,0.0,HomeImp,64000.0,10.0
4574,,,29.508518,,,,23900,85097.0,,HomeImp,100730.0,9.0
2974,81.274155,9.0,40.372555,0.0,0.0,Other,16300,49868.0,2.0,DebtCon,76131.0,9.0
3274,208.46228,18.0,37.828617,0.0,0.0,Mgr,17500,99853.0,1.0,DebtCon,163401.0,0.0
5282,124.2479,23.0,44.5785,1.0,4.0,Sales,28900,63748.0,6.0,DebtCon,36392.0,9.0
3032,218.53926,27.0,22.48479,0.0,0.0,ProfExe,16500,52030.0,0.0,DebtCon,158296.0,20.0
4201,281.05914,36.0,26.03171,3.0,0.0,ProfExe,21900,62387.0,1.0,DebtCon,113827.0,15.0
4536,104.39569,24.0,31.1204,0.0,0.0,Other,23600,30758.0,2.0,DebtCon,57280.0,13.0
3946,97.10958,34.0,29.697506,0.0,1.0,ProfExe,20600,147855.0,3.0,,125839.0,4.0
5740,228.14645,25.0,43.7895,0.0,0.0,ProfExe,43200,217036.0,1.0,DebtCon,291222.0,30.0
2126,178.1121,16.0,33.79509,0.0,0.0,Other,13300,66502.0,1.0,DebtCon,78138.0,4.0
5769,83.32311,13.0,43.87408,0.0,0.0,Other,45100,67552.0,0.0,HomeImp,128659.0,10.0
3222,283.84875,16.0,38.393635,0.0,0.0,Mgr,17200,48427.0,1.0,DebtCon,66082.0,29.0
2765,271.27078,33.0,29.634415,1.0,0.0,Office,15600,102572.0,0.0,DebtCon,112721.0,3.0
1895,182.0664,24.0,35.691624,3.0,0.0,Other,12500,56791.0,0.0,HomeImp,72974.0,29.0
3638,100.181885,15.0,41.155083,0.0,0.0,Other,19100,51994.0,3.0,DebtCon,66467.0,7.0
371,153.78044,30.0,21.719597,4.0,0.0,ProfExe,6300,58052.0,1.0,DebtCon,70091.0,9.0
4068,199.47673,42.0,39.83964,,,ProfExe,21300,145324.0,5.0,DebtCon,179995.0,5.0
4702,126.64102,32.0,48.569572,1.0,0.0,Mgr,24800,76220.0,0.0,HomeImp,102087.0,6.0
2302,,,25.68971,,,,14000,,,,,
5941,137.43999,14.0,34.202003,0.0,0.0,,80600,16337.0,0.0,HomeImp,109370.0,28.0
2775,128.0296,13.0,28.48486,0.0,0.0,ProfExe,15600,58728.0,0.0,HomeImp,92443.0,6.0
3712,114.213615,12.0,31.222803,0.0,0.0,Other,19600,117646.0,1.0,DebtCon,149975.0,4.0
2324,135.76848,49.0,29.448046,1.0,0.0,Other,14000,50890.0,2.0,DebtCon,68722.0,8.0
2122,175.19148,27.0,34.23139,1.0,0.0,ProfExe,13300,85532.0,0.0,HomeImp,115800.0,11.0
4502,127.8,9.0,,0.0,0.0,Other,23500,,0.0,DebtCon,59600.0,26.0
114,,,25.227253,,,,4500,,,,77182.0,
881,276.84195,14.0,24.198679,0.0,0.0,Other,8800,,0.0,DebtCon,32221.0,0.0
5180,118.77827,23.0,48.07753,1.0,3.0,Sales,27900,62264.0,7.0,DebtCon,39604.0,10.0
4450,186.202,25.0,33.794212,0.0,0.0,Mgr,23100,109498.0,0.0,DebtCon,156191.0,15.0
5491,62.12091,35.0,25.461615,0.0,0.0,Mgr,33500,73761.0,0.0,DebtCon,117729.0,11.0
3543,272.8826,20.0,39.808994,0.0,0.0,ProfExe,18600,80970.0,2.0,DebtCon,101244.0,0.0
2103,226.2,33.0,,1.0,0.0,Mgr,13300,58000.0,1.0,DebtCon,75000.0,6.6
2341,174.59117,23.0,50.276215,0.0,0.0,Mgr,14100,61036.0,2.0,HomeImp,84979.0,1.0
5708,317.92477,18.0,14.853341,0.0,0.0,Office,41800,5143.0,0.0,HomeImp,67205.0,
2690,76.207596,20.0,22.902506,0.0,2.0,Other,15300,79541.0,0.0,DebtCon,94973.0,5.0
2271,83.06247,15.0,42.403633,0.0,0.0,Other,13900,41641.0,0.0,DebtCon,53200.0,
5951,214.42621,16.0,34.75116,0.0,0.0,Other,88500,50240.0,0.0,DebtCon,94687.0,16.0
5603,145.63333,31.0,,0.0,0.0,ProfExe,37600,141000.0,0.0,HomeImp,200300.0,5.0
2329,301.564,19.0,29.178133,0.0,0.0,ProfExe,14100,79345.0,0.0,DebtCon,135554.0,15.0
2353,,,24.701641,,,Other,14200,,,DebtCon,49060.0,
909,137.784,9.0,28.454712,1.0,0.0,Office,9000,52311.0,0.0,DebtCon,68994.0,0.0
2953,114.75902,17.0,24.090881,0.0,0.0,Mgr,16200,22956.0,1.0,DebtCon,44866.0,16.0
2221,215.61201,13.0,40.304302,0.0,0.0,Office,13700,90714.0,0.0,DebtCon,120292.0,11.0
2011,177.08063,13.0,40.225697,0.0,0.0,Office,12900,70167.0,2.0,HomeImp,90812.0,25.0
3848,250.92307,38.0,25.965532,0.0,0.0,ProfExe,20100,171132.0,0.0,DebtCon,201214.0,11.0
1187,275.9,19.0,,0.0,0.0,Other,10000,42321.0,0.0,DebtCon,53800.0,4.0
2222,167.43333,31.0,,0.0,0.0,Mgr,13700,59012.0,0.0,DebtCon,81465.0,12.0
1727,124.76667,11.0,,0.0,0.0,Other,12000,53800.0,4.0,DebtCon,80000.0,0.3
5774,301.9257,13.0,33.914738,0.0,0.0,Office,46100,,0.0,HomeImp,86132.0,10.0
4818,128.42308,8.0,21.055,0.0,0.0,Other,25200,,0.0,DebtCon,68083.0,26.0
5795,216.00862,19.0,38.128227,0.0,0.0,Other,48200,93127.0,8.0,DebtCon,159179.0,16.0
534,45.966667,13.0,,1.0,0.0,Other,7300,60890.0,0.0,DebtCon,75785.0,6.0
1139,91.96667,17.0,,1.0,0.0,Other,10000,86000.0,3.0,DebtCon,111000.0,6.5
4889,114.80741,24.0,31.142958,0.0,0.0,Other,25700,32039.0,2.0,DebtCon,54499.0,15.0
3555,252.2638,23.0,39.209038,,1.0,Other,18700,99003.0,,,162566.0,
792,169.94539,15.0,35.31271,0.0,0.0,Office,8500,,1.0,HomeImp,32907.0,18.0
1014,245.08365,37.0,17.1769,0.0,0.0,Office,9400,77410.0,0.0,DebtCon,116693.0,0.0
2736,275.52356,42.0,39.744297,0.0,0.0,Other,15500,56206.0,4.0,DebtCon,137388.0,2.0
3189,103.68385,49.0,30.353548,1.0,0.0,Other,17100,43085.0,3.0,DebtCon,68758.0,7.0
705,130.64394,16.0,37.393528,0.0,0.0,Other,8100,28523.0,0.0,DebtCon,39816.0,5.0
4613,243.00313,51.0,36.575386,0.0,1.0,Self,24200,242111.0,3.0,HomeImp,266670.0,6.0
1517,205.11725,16.0,39.12613,0.0,0.0,Other,11200,93649.0,3.0,DebtCon,113833.0,13.0
1373,192.59685,12.0,28.82865,1.0,0.0,Other,10700,55341.0,0.0,HomeImp,78062.0,3.0
244,,,28.423962,,,ProfExe,5300,83552.0,,DebtCon,96809.0,0.0
3970,168.31458,47.0,35.23139,4.0,0.0,Office,20800,51562.0,0.0,DebtCon,99997.0,1.0
4349,195.45883,18.0,40.20611,0.0,1.0,Mgr,22600,109808.0,4.0,DebtCon,139133.0,9.0
5470,128.73114,23.0,34.85798,,,Other,32900,37265.0,,DebtCon,76154.0,7.0
4368,129.5643,16.0,37.969303,0.0,0.0,Other,22700,94601.0,0.0,DebtCon,99755.0,3.0
2855,264.26093,29.0,41.840275,3.0,,Office,15900,97478.0,1.0,DebtCon,120514.0,1.0
3068,295.95435,18.0,28.447992,0.0,0.0,ProfExe,16700,86076.0,0.0,DebtCon,130341.0,12.0
3996,179.92563,47.0,37.179604,3.0,0.0,Office,20900,51960.0,0.0,DebtCon,105524.0,2.0
2847,285.38693,10.0,36.05038,1.0,,Other,15900,50715.0,0.0,DebtCon,70467.0,0.0
5366,202.52861,29.0,15.8239,1.0,0.0,ProfExe,30600,231344.0,0.0,DebtCon,284199.0,7.0
4447,182.93211,26.0,35.58379,0.0,0.0,Office,23100,42862.0,1.0,DebtCon,63916.0,5.0
1715,126.8,22.0,,0.0,0.0,ProfExe,12000,96000.0,5.0,HomeImp,135000.0,14.0
1112,256.68057,12.0,24.496286,0.0,0.0,Other,9900,8673.0,0.0,DebtCon,37244.0,4.0
4081,313.18747,17.0,43.645348,0.0,0.0,Mgr,21300,143676.0,0.0,HomeImp,181960.0,8.0
2174,153.16667,12.0,,0.0,0.0,ProfExe,13500,42000.0,2.0,DebtCon,62800.0,6.0
521,118.000145,11.0,37.72036,0.0,0.0,Office,7200,98691.0,0.0,HomeImp,115750.0,22.0
2955,284.15976,17.0,26.650166,0.0,0.0,Other,16200,86021.0,0.0,DebtCon,113030.0,20.0
947,92.1115,23.0,28.167074,0.0,0.0,Mgr,9100,78210.0,0.0,DebtCon,86558.0,8.0
5716,194.34633,31.0,43.20591,0.0,0.0,Other,42100,21137.0,1.0,DebtCon,65676.0,21.0
5384,112.871445,24.0,31.784456,,,Other,31000,37507.0,,DebtCon,71612.0,10.0
1101,176.36784,30.0,53.17891,0.0,0.0,Other,9900,37609.0,3.0,DebtCon,120186.0,
4730,133.76666,30.0,,1.0,0.0,Other,25000,57459.0,0.0,DebtCon,96000.0,16.0
3825,143.63744,20.0,30.206894,0.0,0.0,ProfExe,20000,28440.0,0.0,DebtCon,91704.0,10.0
3649,92.333336,13.0,,1.0,0.0,Mgr,19200,62334.0,4.0,DebtCon,91300.0,8.0
277,97.13317,16.0,41.77789,0.0,0.0,Sales,5700,77213.0,1.0,DebtCon,92661.0,0.0
1813,173.71432,33.0,32.056072,1.0,,ProfExe,12300,114035.0,0.0,DebtCon,137208.0,15.0
3757,63.3954,17.0,40.44658,,,Other,20000,59936.0,0.0,DebtCon,12737.0,5.0
4510,273.67438,25.0,33.50941,0.0,0.0,Mgr,23500,55731.0,1.0,DebtCon,89079.0,4.0
1760,188.14821,15.0,36.73772,1.0,0.0,Other,12000,98428.0,2.0,DebtCon,114820.0,16.0
3875,223.5537,13.0,40.32605,0.0,0.0,Other,20300,37056.0,0.0,DebtCon,55027.0,
1043,227.56369,36.0,24.01677,4.0,0.0,Other,9600,53196.0,0.0,DebtCon,63942.0,16.0
4587,123.368645,19.0,26.716257,0.0,2.0,Other,23900,16082.0,1.0,DebtCon,31196.0,17.0
5809,0.0,2.0,,0.0,0.0,Self,50000,220528.0,0.0,HomeImp,300900.0,5.0
708,268.2546,12.0,22.232952,0.0,0.0,Other,8200,10909.0,0.0,DebtCon,37286.0,3.0
2609,186.66667,21.0,,0.0,0.0,Office,15000,61265.0,1.0,DebtCon,,22.0
2098,97.96296,13.0,33.743366,0.0,0.0,Other,13200,81654.0,1.0,DebtCon,114333.0,5.0
3816,244.06667,25.0,,6.0,2.0,Mgr,20000,87800.0,,,163800.0,14.0
5813,102.5,26.0,,1.0,0.0,Office,50000,44000.0,2.0,DebtCon,59000.0,12.0
2009,169.19199,28.0,32.820038,2.0,0.0,ProfExe,12900,89492.0,0.0,HomeImp,110007.0,10.0
323,101.4,19.0,,4.0,0.0,ProfExe,6000,40000.0,0.0,HomeImp,54600.0,4.0
5267,201.17679,11.0,35.729286,1.0,0.0,Office,28700,25190.0,0.0,DebtCon,59841.0,1.0
4284,96.642685,18.0,22.196625,0.0,0.0,ProfExe,22300,,1.0,DebtCon,22399.0,5.0
4552,275.95535,29.0,29.7136,0.0,0.0,Mgr,23800,76390.0,2.0,DebtCon,110315.0,7.0
774,314.5,42.0,,5.0,1.0,Other,8400,44800.0,4.0,DebtCon,56000.0,0.0
5729,321.78085,19.0,16.545063,0.0,0.0,Office,42800,7382.0,0.0,HomeImp,71331.0,
1223,77.11709,8.0,25.042597,0.0,0.0,Office,10100,73174.0,0.0,DebtCon,91101.0,14.0
5855,267.13437,13.0,40.15503,0.0,1.0,Other,51600,31536.0,6.0,HomeImp,81233.0,2.0
4294,173.64134,39.0,19.640667,0.0,0.0,ProfExe,22400,130184.0,0.0,DebtCon,164189.0,6.0
4696,84.73562,12.0,28.45702,,,Other,24800,,,DebtCon,45167.0,
1289,182.09207,17.0,33.690784,0.0,0.0,Other,10400,63505.0,2.0,DebtCon,75811.0,3.0
5950,193.70206,15.0,36.26269,0.0,0.0,Other,88300,54004.0,0.0,DebtCon,94838.0,16.0
5219,203.57587,17.0,43.304657,0.0,0.0,Self,28200,148772.0,1.0,HomeImp,186023.0,3.0
4855,126.27781,19.0,40.250736,0.0,0.0,Other,25500,44562.0,1.0,DebtCon,79481.0,10.0
2045,66.933334,7.0,,2.0,3.0,Other,13000,41193.0,4.0,DebtCon,58000.0,18.0
2458,106.65752,19.0,25.197807,0.0,0.0,Office,14700,65660.0,1.0,DebtCon,81937.0,2.0
3817,119.7,16.0,,1.0,0.0,Other,20000,86019.0,0.0,DebtCon,94350.0,3.7
3447,157.40968,14.0,27.946676,2.0,0.0,ProfExe,18200,61690.0,0.0,HomeImp,89963.0,15.0
218,302.3587,8.0,39.196987,0.0,0.0,Other,5300,26908.0,0.0,HomeImp,36078.0,
4454,217.48055,20.0,26.79993,0.0,0.0,ProfExe,23200,96345.0,0.0,DebtCon,135081.0,
3991,157.07118,21.0,37.677208,0.0,0.0,Office,20900,59228.0,1.0,DebtCon,92224.0,1.0
3664,78.27663,27.0,36.026905,0.0,2.0,Mgr,19300,50554.0,3.0,DebtCon,76140.0,9.0
2237,181.3058,33.0,39.272465,3.0,0.0,Other,13700,74147.0,0.0,DebtCon,92427.0,7.0
3043,118.30137,9.0,17.747784,0.0,0.0,Other,16500,36206.0,0.0,HomeImp,53040.0,9.0
2991,358.05066,42.0,39.060627,2.0,0.0,ProfExe,16400,82869.0,,DebtCon,94390.0,8.0
5397,116.437904,14.0,35.381863,0.0,1.0,Mgr,31200,38352.0,0.0,DebtCon,80550.0,21.0
967,138.33736,19.0,42.483704,0.0,0.0,ProfExe,9300,63566.0,0.0,DebtCon,70551.0,14.0
965,235.94621,38.0,17.87526,0.0,0.0,Office,9300,75425.0,0.0,DebtCon,109040.0,2.0
137,81.5,13.0,,0.0,0.0,Other,4900,44000.0,3.0,HomeImp,59745.0,10.0
2184,348.6695,16.0,39.5507,1.0,0.0,Office,13500,124696.0,0.0,HomeImp,200707.0,0.0
5208,130.45076,29.0,38.09273,1.0,0.0,Other,28200,58232.0,0.0,DebtCon,97555.0,17.0
4141,145.93538,14.0,37.114914,0.0,0.0,Office,21600,66711.0,0.0,HomeImp,105267.0,13.0
3425,127.24619,8.0,37.525272,0.0,0.0,Other,18100,89454.0,1.0,DebtCon,119019.0,13.0
1305,308.21326,13.0,34.408947,0.0,0.0,Other,10500,,2.0,HomeImp,53907.0,10.0
641,285.11102,12.0,29.41355,,,Other,7900,,,HomeImp,37125.0,
3863,123.8,2.0,,0.0,0.0,Other,20200,33000.0,2.0,HomeImp,62400.0,1.0
5265,263.74393,32.0,40.212234,0.0,0.0,ProfExe,28700,67951.0,0.0,DebtCon,106093.0,11.0
2268,239.0837,14.0,19.62615,0.0,0.0,Other,13900,11413.0,0.0,DebtCon,81273.0,7.0
257,172.21327,26.0,32.67664,0.0,0.0,ProfExe,5500,85845.0,1.0,DebtCon,122205.0,5.0
3605,319.25082,19.0,42.723232,0.0,0.0,Mgr,18900,101289.0,0.0,HomeImp,127485.0,0.0
5862,181.50235,15.0,30.626188,,1.0,Office,52200,41301.0,1.0,DebtCon,67400.0,5.0
5731,299.3809,19.0,14.042011,0.0,0.0,Office,42800,6929.0,0.0,HomeImp,67573.0,
5578,349.6944,19.0,40.107033,0.0,0.0,Mgr,36400,86853.0,0.0,DebtCon,131508.0,30.0
4004,124.956,5.0,18.481293,0.0,0.0,Office,20900,,1.0,HomeImp,73849.0,7.0
3304,152.44371,18.0,35.589664,0.0,0.0,Other,17600,79122.0,1.0,DebtCon,96116.0,1.0
3092,190.5771,9.0,27.146885,0.0,10.0,Other,16800,16204.0,0.0,HomeImp,27781.0,1.0
3295,145.12074,20.0,29.675383,0.0,0.0,ProfExe,17500,23288.0,0.0,DebtCon,94904.0,8.0
5401,205.45988,15.0,41.979,0.0,0.0,Other,31400,12617.0,0.0,DebtCon,36082.0,30.0
109,263.9703,5.0,36.432095,0.0,2.0,Other,4300,72021.0,0.0,HomeImp,80027.0,2.0
4018,97.63333,30.0,,0.0,0.0,Other,21000,64100.0,2.0,DebtCon,85100.0,3.5
1763,234.65854,16.0,37.63925,1.0,0.0,Other,12100,58556.0,1.0,HomeImp,76724.0,3.0
569,286.92282,11.0,23.062925,0.0,0.0,Other,7500,11358.0,0.0,DebtCon,36892.0,5.0
2314,281.06668,17.0,,0.0,1.0,Mgr,14000,42000.0,1.0,DebtCon,60000.0,27.0
5308,161.27603,19.0,40.261963,0.0,0.0,Office,29700,46268.0,3.0,DebtCon,79463.0,0.0
3250,113.635994,12.0,25.357195,0.0,0.0,ProfExe,17400,61035.0,0.0,HomeImp,90434.0,4.0
3768,,,,,,Mgr,20000,27900.0,,HomeImp,,21.0
477,197.3384,24.0,39.843086,1.0,,Mgr,7000,58339.0,0.0,HomeImp,72432.0,10.0
2618,124.45053,23.0,28.558184,0.0,0.0,Other,15000,84832.0,4.0,HomeImp,107207.0,19.0
4992,114.35919,7.0,37.07547,0.0,0.0,Office,26500,29751.0,2.0,,57501.0,1.0
2453,166.49606,31.0,29.31671,0.0,0.0,ProfExe,14700,106417.0,3.0,HomeImp,123580.0,9.0
989,102.272675,22.0,37.26913,0.0,0.0,Other,9400,49484.0,0.0,DebtCon,59137.0,10.0
2100,,,39.370262,,,Other,13200,28428.0,,DebtCon,34477.0,0.0
4216,138.94246,14.0,30.783154,0.0,0.0,Other,22000,36738.0,0.0,HomeImp,100040.0,6.0
3505,326.56732,5.0,38.151672,0.0,0.0,Sales,18500,10934.0,0.0,DebtCon,66367.0,1.0
1919,114.235954,23.0,38.682674,0.0,0.0,Other,12600,37699.0,0.0,HomeImp,59874.0,22.0
4549,160.05824,21.0,34.35546,0.0,0.0,Office,23700,58068.0,1.0,DebtCon,97948.0,1.0
204,290.03412,6.0,38.766987,0.0,2.0,Other,5100,66834.0,0.0,HomeImp,87361.0,0.0
2135,210.71826,25.0,40.24737,1.0,,ProfExe,13400,156455.0,4.0,DebtCon,180313.0,6.0
1877,70.9,30.0,,0.0,0.0,Other,12500,41000.0,3.0,DebtCon,64680.0,2.0
1735,144.06667,34.0,,2.0,1.0,ProfExe,12000,85039.0,1.0,DebtCon,111100.0,0.2
3993,113.69883,16.0,38.73252,0.0,0.0,,20900,63038.0,0.0,DebtCon,86870.0,3.0
5236,134.00768,41.0,41.298386,0.0,0.0,Other,28400,207687.0,0.0,HomeImp,242544.0,8.0
4669,473.814,55.0,31.201176,4.0,,ProfExe,24500,216787.0,,HomeImp,281351.0,5.0
5450,121.99773,23.0,31.876263,,,Other,32300,41877.0,,DebtCon,78220.0,8.0
171,266.8,26.0,,0.0,0.0,Other,5000,,1.0,HomeImp,36375.0,3.0
2839,191.32373,13.0,28.053604,0.0,0.0,Other,15800,46716.0,0.0,DebtCon,60231.0,3.0
5496,161.83324,25.0,36.8961,0.0,0.0,Office,33500,49292.0,1.0,DebtCon,104421.0,1.0
5646,51.766666,14.0,,0.0,0.0,Other,39500,,0.0,DebtCon,50000.0,7.0
